API;Surf_X;Surf_Y;Date_Drilling;Date_Completion;Date_Production;Lateral_Length (ft);Depth_TVD_PPLS (ft);Erosion_PPLS (ft);Pressure_PPLS (PSI);TOC_PPLS (%);Vcarb_PPLS;Vsand_PPLS;Vclay_PPLS;PR_PPLS;YM_PPLS (PSI);RHOB_PPLS (g/cc);Res_PPLS (Ohmm);GR_PPLS (API);DT_PPLS (us/ft);DTs_PPLS (us/ft);Temperature (F);Temp_Anomaly (F);S3Tect_PPLS (PSI);S3_contrast_PPLS (PSI);Heat_Flow (W/m2);Zone;Nbr_Stages;Frac_Gradient (PSI/ft);Proppant_Designed (kg);Proppant_in_Formation (kg);Avg_Breakdown_Pressure (KPa);Avg_Treating_Pressure (KPa);Max_Treating_pressure (KPa);Min_Treating_Pressure (KPa);Avg_Rate_Slurry (bpm);Max_Rate_Slurry (bpm);Min_Rate_Slurry (bpm);ShutInPressure_Fil (KPa);ShutInPressure_Initial (KPa);ISIP (KPa);Shot_Density (shots/ft);Shot_Total;Proppant_per_ft (kg/ft);Stage_Spacing (ft);GasCum360;OilCum360
196;-0,48401132;0,605575733;05/09/2014;05/05/2015;25/09/2015;1,09921401;-0,57203401;-1,043754125;-0,551317758;-1,150830762;0,516311528;-0,718530405;-0,014354394;-0,238974559;0,807979572;0,947826342;-0,447132164;0,026684225;-0,340989991;0,351385162;-0,184319629;-0,086789723;-0,398480006;-0,307542129;0,387259573;-0,45747705;1,103855466;0,142017198;1,110989099;1,138260598;2,046620463;0,812731081;0,941202618;0,650159814;-0,658175072;-0,321401217;-1,162104659;0,887186161;1,053270699;0,817474445;0,667339212;-0,560749524;0,610488059;-0,811848974;-0,455940038;0,356967754
374;-0,470733709;-0,184896907;07/01/2015;01/06/2015;19/08/2015;1,398531743;0,699337693;0,831998242;-0,840399536;1,784021526;0,3810952;-0,190942802;-1,124894376;0,310320587;1,290041467;-0,230814643;0,047742749;-0,116852064;-0,489115337;-0,552841973;-0,097878402;-0,085235461;0,353571735;0,145272178;-0,007873364;-2,021180934;2,271996952;0,084534529;2,450513843;2,31247445;-1,568576895;1,813345226;1,012770732;1,27535904;0,11352278;0,366622133;-0,294092311;1,101234178;1,163279104;0,26923466;1,487207235;0,075668399;1,729578673;-1,220394817;-0,142376764;2,628036123
606;-1,35553751;1,334951209;08/11/2013;06/03/2014;05/03/2014;0,969779315;-0,882026949;1,24470329;0,440075537;-0,530143985;-1,917582378;1,391820007;2,206725569;-0,238974559;-2,219888283;-1,340123805;-0,283000015;-0,338611833;-1,543947346;-0,540396284;2,418891168;1,851374271;-1,861553434;1,200994493;1,706120203;-0,45747705;;;;;;;;;;;;;;;;;;;-0,429448585;0,853013572
756;2,819207064;-1,036935636;23/02/2015;28/05/2015;12/04/2015;0,513646471;0,052765906;0,648286547;-3,08316322;-1,066539965;0,3810952;0,512507335;-1,957799362;0,859615732;-1,618793846;1,502480923;-0,056761858;4,142910074;2,379129997;2,404445079;-0,759486254;0,878406621;0,747826978;-2,601964701;0,469389923;1,627461461;;;;;;;;;;;;;;;;;;;0,495341943;-0,846812224
315;-0,645408519;0,679060361;25/05/2014;27/09/2014;01/09/2014;-0,151573188;-0,524670095;-0,911211321;-0,590466068;-0,94393517;-0,024553785;-0,190942802;0,540915596;-0,788269704;0,497906509;1,502480923;-0,556593701;-0,035590778;-0,677638505;-0,508803383;-0,043021469;-0,427172974;-0,304742738;0,575330762;0,06351319;-0,45747705;;;;;;;;;;;;;;;;;;;-0,549237496;0,295363287
631;1,386823791;-0,896961195;11/05/2013;14/11/2013;14/12/2013;-0,184554144;0,237562819;1,494350009;-2,813884853;-0,844318773;0,651527856;-0,366805336;-0,847259381;0,859615732;1,716514123;0,185176293;-0,004305021;0,361602232;0,852990069;1,120624446;-0,180994966;0,446321945;1,553657652;-1,014743248;0,250455239;0,584992205;-0,210303704;-0,10089803;-0,402770377;-0,407517318;-0,176149193;0,088477789;0,561645704;-0,335695098;0,268139459;0,458752626;0,178561493;-0,015595587;-0,642233806;-0,401581085;-0,773433047;0,924225629;-0,48156825;-0,230925177;0,497641702;-0,824063626
647;-0,451518027;0,789941846;20/04/2014;13/07/2014;27/08/2014;0,819809308;-0,859168037;-0,88934798;-0,669526878;-1,947761931;0,651527856;-1,070255474;0,263280601;-0,238974559;0,217216997;0,601167229;-0,495835209;0,063897337;-0,255705701;0,726670538;0,193029574;0,219399778;-1,051933652;-0,220036381;0,497562544;-0,45747705;1,833943895;0,124299858;1,969488831;1,994027486;-0,61767935;0,17737099;0,022964718;0,421692799;0,585071527;0,397921211;0,282955949;0,978068729;1,270849168;0,622296081;1,627854051;0,181738053;1,975234193;-1,225485295;1,766423083;-0,278729179
722;-0,392344936;0,825345766;03/09/2014;13/02/2015;04/05/2015;1,270963894;-0,960542344;-0,792054638;-0,64985447;-2,169983123;0,786744184;-1,246118008;0,263280601;0,310320587;0,054567896;0,185176293;-0,45726259;0,057062276;-0,112069002;1,160354913;0,364249696;0,433887854;-1,381068032;-0,495910154;0,620041816;-0,45747705;0,373767038;0,10262727;0,286802941;0,28860881;1,954807378;0,960363938;0,334832658;1,063296664;-1,329556915;-1,107263837;-1,111988736;0,802373145;1,416996847;0,848290501;0,667339212;-0,560749524;-0,53799748;-0,171555616;-0,041939219;-0,161826662
24;0,131285007;1,707434843;;;14/04/2016;0,709043078;-2,676637911;-0,331850053;;0,343415181;-0,565419097;2,095270144;-1,957799362;1,408910877;-0,9855109;-0,785469224;-0,332761821;0,597791575;0,642023668;1,763013443;1,742322334;1,226561179;-1,422585693;-0,844461558;0,886487954;2,669930717;0,227749353;0,064855046;0,114346115;0,132006492;0,075785103;1,359978423;0,503085308;1,250706691;-0,855939163;-0,796903955;-0,449679541;1,145677789;2,214658461;1,187134943;1,456333544;-0,799406244;-0,371036091;-0,279994357;0,622160376;-0,846812224
134;-0,975106445;0,653015423;18/12/2014;27/05/2015;28/09/2015;-1,327064242;-0,189302521;0,114741694;-0,248371408;-0,101027202;-1,511933394;1,040094938;1,651455578;-0,788269704;-0,795895588;0,11584447;-0,357498348;-0,340890186;-1,135480483;-1,009981684;0,88455939;0,07951625;-0,833826254;1,306513212;0,160207353;-0,45747705;;;;;;;;;;;;;;;;;;;-0,717497362;1,007716677
449;0,716693733;-0,668516028;13/05/2012;06/09/2012;14/12/2012;-0,536143581;0,357292583;-0,903325535;0,706602823;0,527322374;0,651527856;-1,070255474;0,263280601;0,859615732;-1,231587065;-0,369478288;0,293880817;-0,18064597;1,028047296;-0,697882111;0,395833991;0,39658558;0,96418204;-0,939303687;0,98867339;0,584992205;-0,502339076;0,073730486;-0,607737474;-0,584923427;-0,164767632;0,21341911;-0,474938116;0,541884262;1,202823124;0,788105172;0,57679274;-0,523332443;-1,260637573;0,272217866;0,667339212;-0,560749524;-0,477451811;0,005546802;-0,193303155;-0,516325647
791;-0,122785557;-0,113287983;25/10/2014;25/03/2015;24/07/2015;0,353097666;0,205634881;1,253774408;-0,371733345;0,588624772;1,05717684;-1,070255474;-0,29198939;0,310320587;-0,193379193;-0,300146465;-0,163865244;-0,045463645;-0,080648474;0,087153623;-0,468578279;-0,525091444;-0,07117415;0,762852945;-0,331380995;-0,45747705;1,468899681;0,110212676;1,547242642;1,586512608;-0,744264198;0,266301926;0,125270603;-0,602715178;-0,336489197;0,582808752;-0,299683963;0,819033745;1,90974;0,511909728;0,667339212;-0,560749524;2,004915796;-1,22603401;-0,496230044;0,475134083
634;0,152483507;-0,549545568;14/10/2013;13/06/2014;14/09/2014;-1,075662238;0,642656287;-0,174937708;1,328565325;0,305101183;-1,241500738;1,040094938;0,818550592;-1,886859995;-0,328189396;1,710476391;0,086002553;0,535516572;-0,502581278;-1,126301003;-1,048731898;-0,574827809;0,513958716;1,260984502;-0,345944808;-0,45747705;-0,648356761;0,022100062;-1,169809574;-1,172038487;1,771698304;-1,091140087;0,310819784;-1,358705334;-0,153348123;-0,477637831;-0,617507956;0,038293227;0,265089989;0,002095469;1,627854051;0,181738053;-1,160763682;-0,142925478;-0,790444386;0,247648103
313;-0,056439027;-0,113737371;25/02/2014;13/06/2014;09/08/2014;-0,726561931;0,133890197;1,051580403;-0,162192724;0,611613171;0,921960512;-1,246118008;-0,29198939;0,310320587;-0,443320651;-0,300146465;-0,161458967;-0,029515168;-0,008830125;-0,092351499;-0,816005518;-0,784653101;-0,040383832;0,98504168;-0,527156831;-0,45747705;-0,429330233;0,104281231;-0,31641497;-0,306284529;-0,600089309;1,257747065;0,79994931;1,17807185;-0,493027728;0,096898184;0,109001526;0,318870856;0,643932535;0,352149422;1,627854051;-0,09962566;0,255667095;-0,263333388;-0,637665214;-0,163090473
478;0,490102322;0,091046566;10/09/2012;12/11/2012;19/02/2013;-0,603350057;-0,722138797;-1,457060464;0,462062346;0,435368778;0,3810952;-0,190942802;-0,569624385;0,310320587;-0,217093444;-0,577473756;-0,001297174;-0,201910605;0,79463766;-0,6519288;0,432405279;-0,102332337;0,552276459;-0,347939689;-1,027578968;1,106226833;-1,159418661;-0,500593085;-0,32657443;-0,315108329;0,626250872;0,003683868;0,172324923;-1,140075519;1,123477128;1,085986252;0,688284109;-1,298368685;-1,337313236;-1,653078873;0,667339212;-0,560749524;0,092922078;2,406646893;-0,570839529;-0,764032604
778;0,146389717;0,003533232;27/07/2013;03/01/2014;12/03/2014;0,163301599;-0,271203271;-0,127805354;0,381080147;0,964101958;0,921960512;-1,070255474;-0,569624385;0,859615732;-0,390196496;-0,716137401;-0,002163434;-0,093309074;0,431057266;-0,432214531;-0,761148586;-1,180989764;0,111861135;0,313098339;-1,018983931;-0,45747705;-0,064286019;0,116233591;-0,222947942;-0,208552391;0,391752407;-0,226655718;-1,107895896;0,096194138;-2,374916513;-3,257441933;0,068550319;0,403345545;0,317522611;0,653370591;-1,233679741;0,212675035;-0,449412684;-0,221507581;-0,477610843;-0,531491379
590;0,760294957;-0,974763851;23/06/2012;06/09/2012;29/11/2012;-1,065705723;0,825993459;-0,786904234;0,628917553;0,718892367;0,516311528;-1,070255474;0,263280601;0,859615732;-1,418653344;-0,230814643;0,570939542;0,047189409;0,772194426;-0,72468821;0,287782457;0,292450064;0,839644296;-0,729522064;1,150546581;0,584992205;-0,794374447;-0,116730278;-0,882169875;-0,872730587;-1,149976207;-0,556759946;-0,585920306;-0,013528381;1,381044337;0,982187922;0,729495441;-0,950383723;-1,854651511;-0,574204807;0,667339212;-0,560749524;-0,514359589;0,20320575;-0,636006734;-0,561822844
607;-0,073536936;0,24399463;16/08/2012;26/11/2012;21/11/2013;-0,498184367;-0,434135137;0,802860264;-0,901185312;0,236135985;1,05717684;-0,718530405;-0,569624385;0,859615732;0,03389246;-0,924132869;-0,081594636;0,191485149;0,475943734;1,481070731;0,30440577;0,037551191;-0,381820118;-0,674059033;0,288894153;-0,45747705;-1,086409818;-0,409495975;-0,613769653;-0,621372085;1,602657497;0,870922134;0,617957008;0,371862184;-0,258099177;0,887734317;-0,033502919;-1,095677648;-1,362205979;-1,284160045;0,667339212;-0,560749524;-0,578900504;2,060105143;-0,605402251;-0,515061836
414;-0,913919393;1,869995892;25/10/2015;;06/06/2016;0,957955954;-1,885924532;1,332427725;;-0,93627237;-0,565419097;-0,366805336;2,484360564;-0,238974559;-3,197711091;-1,062796514;-0,583303375;0,633485785;-1,22525342;0,140765819;2,179515463;0,946794123;-2,085735597;1,684259092;0,669224526;1,106226833;;;;;;;;;;;;;;;;;;;2,72971246;-0,527699946
611;0,743902973;0,071742441;10/12/2011;01/02/2012;29/08/2012;-0,743985832;-0,856031148;-0,444163353;1,780179185;0,504333975;1,462825825;-1,421980542;-1,124894376;-0,788269704;0,08170776;-0,854801047;-0,065689145;-0,208745667;1,813560494;-0,340786588;0,367574359;0,023562838;1,108737047;-0,181119043;-0,734392716;2,148696089;-1,013400975;0,100952711;-0,335717904;-0,335943785;0,390461123;0,230525491;-0,104030603;0,157450982;0,546589318;0,359946637;0,439276645;0,065773367;;0,89748754;-1,693074836;-0,560749524;0,219138511;1,34000733;1,243736545;-0,831646492
77;1,546144741;-1,637532282;27/07/2012;22/08/2012;28/09/2012;-0,600860928;1,274009505;-0,50079315;0,647389093;0,734217966;0,786744184;-0,718530405;-0,847259381;0,310320587;1,257811964;-0,993464692;0,651020438;-0,526196295;1,355718516;1,399695076;-0,904109076;-0,279518139;1,624101551;-1,357080307;-0,132262645;-0,978711678;-1,013400975;-0,590599998;-0,929208681;-0,939715762;-0,3828081;0,024147612;-0,762083665;0,136932767;0,416750251;0,714000849;0,419406934;-1,3284913;-1,711182752;-1,599292716;-0,293175628;-1,3032371;-1,080135505;1,518038607;-0,926395515;-0,491049427
272;-0,282397182;-0,585750571;03/11/2014;01/03/2015;17/06/2015;1,473205606;1,157975678;1,26751046;0,093046399;0,90279956;0,516311528;-0,542667871;-0,29198939;0,310320587;0,119297324;0,462503584;0,036433248;-0,187481031;-0,695593092;-0,685915103;0,041757427;-0,016847959;-0,676019524;0,63493669;-0,448368995;-2,021180934;2,345005794;0,176028902;2,559728033;2,46998027;-1,438845858;-0,247948009;-0,514271448;-0,136374106;-0,979065978;-1,212422638;-0,5329889;0,977776492;1,677477062;0,289816606;0,667339212;-0,560749524;1,834583541;-1,224878821;-0,636869144;1,505771954
76;-0,385524459;0,665461504;22/04/2015;16/06/2015;15/10/2015;0,832877234;-0,750122329;-0,788890466;-0,864766248;-1,756191939;0,786744184;-1,246118008;-0,014354394;0,310320587;0,480617869;0,185176293;-0,404252309;0,012254651;-0,094114415;1,182374208;0,139834973;0,280015973;-0,883297995;-0,802510412;0,599031727;-0,45747705;0,592793567;-0,133505423;0,598825343;0,54074248;1,388775676;0,363214448;1,125557174;0,628917292;-1,093865414;-1,100182757;-0,781910059;0,888315759;0,35495984;0,359439292;0,667339212;-0,560749524;0,074223201;-0,564669317;-0,074356973;-0,028494601
580;0,503400695;0,112285011;17/01/2015;22/02/2015;02/07/2015;0,522358422;-0,767235455;-1,449578825;0,531647212;0,38172918;0,516311528;-0,190942802;-0,569624385;0,310320587;-0,238767262;-0,577473756;-0,030413125;-0,20494841;0,857478716;-0,62225062;0,440716936;-0,117874951;0,582193149;-0,34665798;-1,054796584;1,106226833;0,081731667;0,016270344;-0,067508211;-0,064720724;-0,131751003;0,663329835;0,24856504;0,756539968;-0,289602258;-0,570474079;-0,514911272;0,42062096;1,263521611;0,575514923;1,590911172;-0,560749524;-0,507151432;-0,207644164;0,658713274;-0,846812224
513;1,582624432;-1,517682585;13/11/2013;23/04/2014;23/09/2014;-0,953072647;1,11763094;-0,60593285;0,177587535;0,680578368;0,921960512;-0,718530405;-0,847259381;0,310320587;1,258730643;-1,20146016;0,578711817;-0,104700843;1,481400628;1,475326567;-0,279072512;0,510046664;1,688328469;-1,421075117;0,448857336;0,584992205;-0,575347918;0,05105926;-0,813212543;-0,805499074;1,730931812;-0,263676623;0,488159978;-0,0014485;0,241729987;-0,440476692;0,60930294;-0,250077948;0,917790147;0,146507465;-1,253690467;0,181738053;-0,492716973;-0,182774774;-0,558411986;-0,649025803
690;1,022109929;-1,103679452;22/03/2013;01/10/2013;03/12/2013;-0,378083905;0,748689339;0,900296537;-0,370925488;0,11353119;-0,159770113;0,512507335;-0,014354394;0,310320587;0,561878269;0,531835406;0,01499332;0,623612918;0,305375154;-0,841964889;-1,487587358;-1,513601709;0,830303584;-0,931527124;-1,719479422;0,584992205;-0,35632139;-0,09025876;-0,519604162;-0,518950206;-1,168774544;0,418684259;0,01937177;0,757205792;0,290822159;0,398645787;0,398332958;-0,45180676;0,200914392;-0,585131602;-1,253690467;0,181738053;-0,503558907;-0,136646005;-0,60741454;-0,656608669
244;-0,036465513;-0,122099886;25/04/2014;23/08/2014;18/10/2014;-0,244293234;0,129324627;0,973898023;-0,080337166;0,63460157;0,921960512;-1,246118008;-0,29198939;0,310320587;-0,494714753;-0,300146465;-0,155202647;-0,031793522;0,000147169;-0,182343401;-0,932368708;-0,887234355;-0,018299322;1,038506627;-0,610242186;-0,45747705;0,300758195;-0,168728474;0,206035238;0,219806819;-0,30785982;-1,34472265;0,615941653;-1,054664417;-0,74370854;0,950510048;-1,306811244;;-0,049639056;-0,465157163;0,667339212;-0,560749524;0,628354056;-0,806270483;-0,607259748;-0,029126507
502;-0,323839108;-2,540937958;11/11/2011;07/08/2012;02/05/2012;-1,066950288;3,885515997;-1,665348702;-1,740286657;0,320426782;-0,700635425;1,743545075;-1,402529372;-0,238974559;2,876202445;1,017158165;-0,149114766;-0,788966432;-0,094114415;1,349912322;-2,071065641;-0,938524982;-0,136940076;-0,330539522;-1,891618906;-2,542415562;-1,013400975;-0,310728159;-0,785274028;-0,83119396;-0,585706458;-1,768933971;-0,837427228;-2,584089254;-0,244959069;0,862209618;-0,218833486;;-2,435179146;-2,384075298;-0,457835272;-0,730460969;-0,422030211;0,938275883;-1,230140588;-0,572565237
720;0,902393424;-1,663889836;12/04/2014;10/10/2014;30/10/2014;-0,810570026;1,685594158;0,25603772;1,073064195;1,040729955;1,598042153;-2,125430679;-0,569624385;0,859615732;0,224394635;-0,16148282;0,342198857;-0,122927674;0,897876538;0,281976515;-1,926442818;-1,762283536;-0,729229583;-1,591581214;-1,841481192;-0,978711678;0,519784724;0,118407623;0,451640173;0,461273534;-0,362118705;-1,310703551;-1,871147965;-0,327415395;0,154237109;-0,474241383;0,315542338;-0,100621131;0,416588856;0,191386759;0,667339212;-0,560749524;1,900150673;-1,206976815;-0,761830079;-0,245870093
670;-0,419159689;-0,114792455;27/11/2013;03/06/2014;05/08/2014;0,247309694;0,526063411;0,884547145;-0,891600198;1,508160737;0,516311528;-0,366805336;-0,847259381;0,310320587;1,1468401;-0,300146465;-0,019464565;-0,098625233;-0,403831047;-0,265633777;-0,094553739;-0,128754781;0,419627177;0,071122956;0,02364177;-0,45747705;-0,210303704;-0,329051271;0,44097274;0,451846021;-0,281627613;0,512175272;0,197342491;0,42459331;0,718664807;0,559205153;0,467576023;-0,517848546;-0,107407879;-1,206691157;0,318061088;;0,466093843;0,037669836;-0,62724996;1,536103418
562;-0,290266165;0,913679721;24/12/2014;09/01/2016;22/04/2016;3,164568594;-1,171614582;-0,643050256;-0,473676156;-2,169983123;0,786744184;-1,070255474;-0,014354394;0,310320587;-0,228967317;-0,230814643;-0,384183959;0,066935142;0,12582928;1,816625639;0,711676936;0,758728491;-1,891932335;-0,949570303;0,771409963;1,106226833;1,103855466;0,060907539;1,118608694;1,120688138;-1,561175754;1,100273909;0,597117906;1,128798868;-0,711518525;-0,98710505;-0,158847918;1,308339908;-0,394111303;2,64411611;0,667339212;-0,560749524;-0,639881318;-0,105355073;1,448017048;-0,36845976
672;0,6341317;-0,889516993;31/05/2013;05/09/2013;02/11/2013;0,37674439;0,808072818;-1,506649733;0,144181559;0,619275971;-0,024553785;-0,718530405;0,818550592;0,310320587;-1,88937614;-0,300146465;0,177922331;-0,151027371;0,655489608;-0,671554694;0,655157672;0,595531042;1,003307382;-0,472092813;1,886854725;-0,978711678;-0,064286019;0,185795825;-0,235139294;-0,22142917;0,747234678;-1,003883441;-0,461364754;-0,016384923;-0,742348746;-1,303352109;0,379567084;-0,574397262;-0,599041509;0,428290012;-1,253690467;0,181738053;-0,626399321;-0,099820623;-0,359637636;-0,060089876
213;1,005582989;-0,757768296;20/04/2013;23/09/2013;03/12/2013;-0,493828392;0,213710041;1,528983393;-0,762714267;-0,790679175;0,110662543;0,160782267;-0,29198939;0,310320587;1,025836184;0,531835406;-0,147791314;0,46260925;0,354750269;-0,348445474;0,075004052;0,37482592;1,354592302;-0,652330402;0,055156905;0,584992205;-0,429330233;0,086486895;-0,605959568;-0,60271847;-1,239472701;0,122662326;-0,344247237;0,694943473;1,146219291;0,611728217;0,793984977;0,405217993;0,280630291;0,314490012;-1,253690467;0,181738053;-0,54898261;-0,095731403;-0,111219454;-0,783621674
249;0,721531393;-1,132166712;03/04/2013;04/05/2013;19/07/2013;-0,709760311;1,102909304;-0,886028558;0,235316555;0,780194765;0,516311528;-1,070255474;0,540915596;0,310320587;-1,385862857;-0,369478288;0,454307299;0,033519287;0,574693965;-0,552363292;0,179730923;0,178988981;0,684514323;-0,690949968;1,187075487;-0,978711678;-0,940392133;-0,649953335;-0,683171461;-0,678797024;0,958176594;-0,394433934;-0,225427796;-0,473914262;1,245842038;0,908867772;0,539077013;-1,718726668;-1,374255011;-2,475397244;-1,253690467;0,181738053;-0,487233152;1,059221044;-0,817002178;-0,495472766
241;-0,183090203;-0,192985882;10/03/2014;23/11/2014;09/02/2015;-0,857863472;0,398910711;1,384998807;-0,35773777;0,695903968;0,921960512;-1,070255474;-0,569624385;0,859615732;0,043171485;-0,230814643;-0,141029676;-0,121408771;-0,251217055;-0,082777893;-0,284059506;-0,386762177;-0,097956953;0,674768916;-0,322308457;-0,45747705;0,446775881;-0,076940605;0,926340921;0,949184359;0,108276868;-0,053981898;0,392829802;-1,058666805;0,573636822;1,350819933;-1,224149552;-0,268149219;0,841233081;-0,308709859;0,667339212;-0,560749524;2,980437446;-1,186214042;-0,744648227;0,723472944
689;0,281055213;-0,922830285;20/05/2013;19/11/2013;11/01/2014;0,412836757;1,129805796;-0,614597357;1,31424224;-0,591446383;-2,999313003;2,798720281;2,206725569;-4,084040576;-0,636285016;2,819785553;-0,174212235;0,962328182;-0,673149858;-0,683043021;-0,794395211;0,099721648;0,777372883;1,229800572;0,934238158;-0,978711678;-0,064286019;-0,072473693;0,130601251;0,105470794;-0,364929896;0,168618385;-0,069134531;0,565501821;0,83716236;0,478651009;0,623247477;-0,088262514;-0,570610302;-0,364021899;-0,773433047;0,924225629;-0,185354269;-0,079243819;-0,467195589;0,564864664
678;-0,047168576;-0,127433921;15/04/2014;31/08/2014;28/10/2014;-0,24304867;0,149792049;1,016634052;-0,103109998;0,619275971;0,921960512;-1,246118008;-0,29198939;0,310320587;-0,467995646;-0,300146465;-0,157368296;-0,032552973;-0,017807419;-0,165110909;-0,885823432;-0,834389467;-0,027101635;1,035248411;-0,574668284;-0,45747705;1,030846624;-0,127518939;1,052142969;1,008448579;0,735907836;-0,091459149;0,289592214;-1,370079829;-0,695965533;0,395626722;-1,201606399;0,235030061;1,600929222;-0,313083572;0,667339212;-0,560749524;1,957031751;-1,239540835;-0,5721442;1,219518762
617;0,456342517;-0,516798895;03/02/2012;18/04/2012;05/07/2012;-1,131045353;0,306543313;-1,247776646;0,266146122;0,036903193;-0,565419097;0,512507335;0,818550592;-0,238974559;-0,640762357;0,531835406;-0,027116526;-0,092549623;0,152761161;-1,015247167;-0,119488708;-0,00752239;0,818260719;-0,054898787;0,555579041;-0,45747705;-1,232427504;-0,46167273;-0,815425274;-0,828218062;0,168580785;-0,493514379;0,642868118;0,584036735;-1,608462871;0,593375479;-0,193206026;-1,137216579;-1,563527918;-1,689189431;-0,293175628;-1,3032371;-0,340529854;2,117152556;-0,879803285;-0,492945144
438;-2,112859635;2,331634102;07/08/2014;24/01/2015;26/04/2015;-0,009692849;-1,310445204;1,17809551;1,050269529;-2,039715528;0,3810952;0,160782267;-0,569624385;0,310320587;0,970600321;-0,924132869;-0,48924201;-0,040906937;-1,903039093;-0,295790638;-0,107852389;0,726089001;-1,542623236;1,258252779;0,490877515;1,106226833;;;;;;;;;;;;;;;;;;;-0,347586016;-0,766560226
239;0,260458825;0,65002602;19/12/2013;09/07/2014;27/08/2014;-0,394885524;-1,390265047;-1,993909955;1,758519885;1,056055554;-0,294986441;0,688369869;-1,124894376;0,310320587;-0,429813531;-1,062796514;-0,022063344;0,271227532;1,001115415;0,923886832;0,944403316;0,726089001;-0,030093304;-0,408054848;0,047994374;1,106226833;0,665802409;-0,16158707;0,611651661;0,642999101;-0,234260818;0,586686097;0,228763179;0,414773384;-0,995190302;-0,472443263;-0,781092483;-0,051600241;-0,070825597;-0,108798793;0,667339212;-0,560749524;1,557857694;-1,115617686;1,367569714;-0,846812224
132;0,427275034;0,059003282;01/12/2013;02/05/2014;17/07/2014;0,244820566;-0,626976151;-1,478268298;0,396997112;0,726555167;0,245878872;-0,015080268;-0,569624385;0,310320587;-0,03106129;-0,438810111;0,095146405;-0,130522186;0,633046374;-0,709370439;0,483937549;0,130806877;0,458264912;-0,31417508;-0,818910577;1,106226833;-0,064286019;0,017156003;-0,222947942;-0,20668548;-0,701698254;0,300476199;-0,035999561;0,534640732;1,123955116;0,508841659;0,59427076;0,189595316;0,428750647;0,370525969;-1,253690467;0,181738053;-0,50912388;-0,175032387;1,350653219;-0,747603061
12;-0,643342652;0,104801732;22/09/2012;17/11/2012;12/07/2013;-0,131037876;0,40571248;-0,8195711;-0,873390666;1,600114333;-0,294986441;0,336644801;-0,569624385;-0,788269704;1,752990396;0,254508116;-0,053609635;0,0114952;-0,655195271;-1,123428921;-0,530084537;-0,500223261;0,384392529;0,478317928;0,012659223;-0,45747705;-1,159418661;-0,348884972;-0,783699821;-0,796472831;0,674622507;0,034016653;-0,449388259;0,01791532;0,939929764;0,898804222;0,42409004;-1,247129186;-0,827001261;-0,474581034;-0,293175628;-1,3032371;-1,162440214;3,124706377;-1,104737392;0,128217963
554;0,130589464;0,498992737;09/08/2013;06/03/2014;29/04/2014;-0,381195316;-1,033405126;-0,794445016;0,891165381;0,588624772;0,110662543;0,160782267;-0,847259381;0,859615732;-0,340158219;-1,062796514;0,02880535;0,091997034;0,817080895;1,283375757;0,681754972;0,426116547;-0,252396149;-0,500109152;0,121529688;1,106226833;-0,283312547;0,001075717;-0,475862609;-0,469222724;-0,71599165;-0,274100583;-0,765339613;-0,261564927;0,764849615;0,479297952;0,345662354;0,371928079;0,287756714;0,497399415;-1,253690467;0,181738053;-0,413558504;-0,251105741;1,190444056;-0,843652697
348;0,179557791;-0,535946711;25/09/2013;09/06/2014;04/09/2014;-1,083751907;0,59550978;-0,259939083;1,292299099;0,37406638;-1,241500738;1,040094938;0,818550592;-1,33756485;-0,287701888;1,641144568;0,101715541;0,513492485;-0,444228869;-1,144012175;-0,93403104;-0,526645705;0,572568;1,145596194;-0,27861702;-0,45747705;-0,648356761;-0,006751571;-1,169809574;-1,169084481;1,845199661;-0,614296735;0,347647508;-2,497506906;0,02195395;-0,423294661;-0,673184649;-0,234731786;0,19876393;-0,096598156;1,627854051;0,181738053;-1,147150684;-0,149843541;-0,781355916;-0,258508203
116;-0,010699266;-0,180051337;31/01/2013;30/04/2013;14/08/2013;-1,257990919;0,198180888;0,855357417;0,106255952;0,64992717;0,786744184;-1,070255474;-0,014354394;0,310320587;-0,508632952;-0,16148282;-0,128420785;-0,028755717;-0,062693887;-0,424076965;-1,113562819;-1,014683792;0,036642755;1,158141404;-0,740600243;-0,45747705;-0,940392133;0,150036055;-0,968144302;-0,96681773;-0,213905334;-0,528536772;-0,279322025;-0,116363895;1,277389241;0,546579972;0,880450339;-0,519838841;-0,281465734;0,748980041;-0,773433047;0,924225629;-0,507020233;0,434111948;-0,852228292;-0,114433749
448;-2,14920437;2,31797663;05/09/2014;18/01/2015;30/04/2015;1,770656492;-1,218574739;1,152032989;1,011645234;-2,070366727;0,3810952;0,160782267;-0,569624385;0,310320587;1,09260426;-0,854801047;-0,496773657;-0,059893219;-1,90752774;-0,312544449;-0,212579261;0,693449511;-1,546386949;1,231578565;0,463421148;1,106226833;;;;;;;;;;;;;;;;;;;2,242893314;-0,567509993
87;-0,622279108;0,662139944;17/02/2014;25/08/2014;27/08/2014;0,720244158;-0,52001135;-0,966917002;-0,626273781;-0,93627237;-0,024553785;-0,190942802;0,540915596;-0,788269704;0,61360307;1,502480923;-0,549374871;-0,024958461;-0,637240683;-0,43125717;-0,101203064;-0,434944281;-0,284237869;0,465643253;0,084284529;-0,45747705;;;;;;;;;;;;;;;;;;;-0,44277812;0,60849142
